,profile,gender,favorites,link,birth_year
2397,Shinichi-Kun,Male,"['4224', '27787', '21877', '3588', '6547', '33489', '6746', '21', '36038', '37786', '9289', '20583', '235', '9989', '24833', '1961']",https://myanimelist.net/profile/Shinichi-Kun,1993
2398,Cornholio77,Male,"['4181', '849', '1735', '7647', '6547', '7054', '164', '29786']",https://myanimelist.net/profile/Cornholio77,1992
2399,wumbmasta,Male,"['4181', '9253', '1575', '10087', '7791', '199', '32281', '28851']",https://myanimelist.net/profile/wumbmasta,1996
2400,MegaFire800,Male,"['35790', '7785', '2251', '23321', '14719', '17265']",https://myanimelist.net/profile/MegaFire800,1996
2401,BakaShinjiIkari,Male,"['30', '1575', '2904', '1827', '15227', '34240', '23273']",https://myanimelist.net/profile/BakaShinjiIkari,1993
2402,Emperormin3,Male,"['2025', '13125', '5114', '10087', '889']",https://myanimelist.net/profile/Emperormin3,1996
2403,Misteroid,Male,[],https://myanimelist.net/profile/Misteroid,1993
2404,TearfulFriend18,Male,"['5205', '3785', '4181', '10087', '22297', '33049', '25537', '10165']",https://myanimelist.net/profile/TearfulFriend18,1996
2405,henkuku,Male,"['13659', '34822', '37999', '23847', '32281', '356', '35994']",https://myanimelist.net/profile/henkuku,1996
2406,Yuri_NakamuraAB,Male,"['6547', '4181', '2167', '30654', '32105', '20787', '27775']",https://myanimelist.net/profile/Yuri_NakamuraAB,1997
2407,yolohista10,Male,"['2966', '28223', '20785', '4224', '23273', '27775']",https://myanimelist.net/profile/yolohista10,1997
2408,Mroriginal,Male,"['7791', '28977', '6547', '5114', '14719', '1', '30654', '27989', '12531', '19111']",https://myanimelist.net/profile/Mroriginal,1998
2409,znyggisen,Male,"['25835', '5420', '4722', '2966', '35557', '12355', '437']",https://myanimelist.net/profile/znyggisen,1993
2410,Andrex_01,Male,"['4224', '45', '44', '269', '572', '164', '33', '30', '223']",https://myanimelist.net/profile/Andrex_01,1984
2411,readthemanuel,Male,[],https://myanimelist.net/profile/readthemanuel,1989
2412,Bokko,Male,[],https://myanimelist.net/profile/Bokko,1985
2413,Radamus,Male,"['9989', '11827', '8795', '32828', '17549', '4562']",https://myanimelist.net/profile/Radamus,1976
2414,GermanIdolDevil,Male,"['35330', '9919']",https://myanimelist.net/profile/GermanIdolDevil,1998
2415,aniraquoli,Male,[],https://myanimelist.net/profile/aniraquoli,1996
2416,_Anime_Core_,Male,[],https://myanimelist.net/profile/_Anime_Core_,1997
2417,Rokulydian,Female,"['20', '5114', '481', '9756', '27775', '3457', '31173', '32995', '14713']",https://myanimelist.net/profile/Rokulydian,1994
2418,OtaCon-TJO,Male,"['3002', '11061', '10396', '1535']",https://myanimelist.net/profile/OtaCon-TJO,1995
2419,zensurfer68,Male,"['199', '226', '43', '13601', '33091']",https://myanimelist.net/profile/zensurfer68,1952
2420,roch2909,Male,"['578', '1535', '32281', '11757']",https://myanimelist.net/profile/roch2909,1997
2421,torrapamii,Male,"['6547', '8460', '6347', '11785', '7054']",https://myanimelist.net/profile/torrapamii,1930
2422,Derpface1221,Male,[],https://myanimelist.net/profile/Derpface1221,1998
2423,xNanachi,Male,"['38000', '29803', '2904', '27775', '34599', '34577', '22297', '6547', '31964', '1735']",https://myanimelist.net/profile/xNanachi,1999
2424,Codered-sama,Male,"['12413', '2904', '2158', '777']",https://myanimelist.net/profile/Codered-sama,1998
2425,Phanatic2442,Male,"['1', '31043', '28891', '4181', '4224', '9253', '2904', '889', '2001', '5941']",https://myanimelist.net/profile/Phanatic2442,1998
2426,curiositykate,Female,"['530', '232']",https://myanimelist.net/profile/curiositykate,1985
2427,malar,Male,"['401', '45', '237', '269', '2924']",https://myanimelist.net/profile/malar,1988
2428,valkyros,Male,"['5341', '16009', '356', '6547', '2924']",https://myanimelist.net/profile/valkyros,1989
2429,DoT-,Male,"['17074', '35839', '263', '11061', '31240', '4181', '14813', '37450', '32281', '23273']",https://myanimelist.net/profile/DoT-,1993
2430,Bagira20,Male,"['486', '339', '820', '6675', '6', '5081', '2216', '1281', '35180', '24765']",https://myanimelist.net/profile/Bagira20,1998
2431,brSheep,Male,"['2199', '387', '12355', '23283']",https://myanimelist.net/profile/brSheep,2001
2432,yoshiBgold,Male,"['23273', '1210', '22789', '7674', '28999']",https://myanimelist.net/profile/yoshiBgold,1994
2433,SirHellfire,Male,"['1575', '10087', '44', '6675', '34599']",https://myanimelist.net/profile/SirHellfire,1994
2434,matic12345,Male,"['272', '13759', '11111', '22319', '7785', '28735', '10161', '19']",https://myanimelist.net/profile/matic12345,1997
2435,rambelin,Male,"['10165', '329', '6045', '339', '1']",https://myanimelist.net/profile/rambelin,1994
2436,delcaty,Female,[],https://myanimelist.net/profile/delcaty,1997
2437,AnnaIsabella,Female,"['32281', '20507', '27775', '32867', '31478', '232', '6702']",https://myanimelist.net/profile/AnnaIsabella,2001
2438,artalien,Male,"['2904', '1535', '11741', '4181', '5114']",https://myanimelist.net/profile/artalien,1987
2439,Vin-nii,Male,"['2924', '16', '2167', '356']",https://myanimelist.net/profile/Vin-nii,1990
2440,Gertwor,Male,"['1575', '2034', '2001', '237', '226']",https://myanimelist.net/profile/Gertwor,1987
2441,Neoviper,Male,"['2167', '4181', '2034', '6098', '4224']",https://myanimelist.net/profile/Neoviper,1990
2442,Jersie,Female,"['16049', '22297', '32937', '4181', '1889', '934', '6347', '10165', '13535', '18679']",https://myanimelist.net/profile/Jersie,2004
2443,banisherx,Male,"['6702', '2924', '4789', '2167', '11887']",https://myanimelist.net/profile/banisherx,1995
2444,Selphya,Female,"['813', '20583', '4181', '1735', '2924', '30795']",https://myanimelist.net/profile/Selphya,1989
2445,stormchasar,Male,"['226', '2924', '433', '2167', '634']",https://myanimelist.net/profile/stormchasar,1993
2446,inosek,Male,"['4081', '457', '2246', '486', '477', '6594']",https://myanimelist.net/profile/inosek,1997
2447,Fisical,Male,[],https://myanimelist.net/profile/Fisical,2001
2448,leonsdead,Male,"['339', '12189', '10165', '23283', '22789', '853', '6045']",https://myanimelist.net/profile/leonsdead,1995
2449,AquaBlazt,Male,"['14813', '12189', '9379', '849', '17074', '16', '8142', '33352', '35079', '35180']",https://myanimelist.net/profile/AquaBlazt,1999
2450,MartialCanterel,Female,"['198', '4981', '339', '26']",https://myanimelist.net/profile/MartialCanterel,1995
2451,Joe_Med,Male,"['3002', '11741', '21339', '1535', '5114', '30484', '20583', '1695', '1594', '11061']",https://myanimelist.net/profile/Joe_Med,1997
2452,EvenJellyOn,Female,"['19', '30', '32', '820', '323', '387', '1210', '437', '339', '9756']",https://myanimelist.net/profile/EvenJellyOn,1998
2453,ue6o7,Male,"['160', '2001', '10721', '227', '31646', '3701', '30', '635', '30240', '17909']",https://myanimelist.net/profile/ue6o7,1992
2454,Jdlabayog,Male,"['19319', '14967', '6547', '5114', '15809']",https://myanimelist.net/profile/Jdlabayog,1999
2455,beatingheartx,Female,"['1974', '22', '19815', '10049', '9989']",https://myanimelist.net/profile/beatingheartx,1996
2456,Reki56,Female,[],https://myanimelist.net/profile/Reki56,1930
2457,EnforcerAJ,Female,"['13601', '23283', '5114', '22729', '26243']",https://myanimelist.net/profile/EnforcerAJ,1993
2458,Renstik,Male,"['457', '820', '19', '2966', '205', '245', '1689', '885', '32', '1535']",https://myanimelist.net/profile/Renstik,1999
2459,wolfwing,Male,"['38217', '33206', '34009', '21881', '28171']",https://myanimelist.net/profile/wolfwing,1975
2460,Novangel,Male,"['4181', '3297', '486', '387', '21939']",https://myanimelist.net/profile/Novangel,1995
2461,HappyBunnieSity,Female,"['387', '66', '877']",https://myanimelist.net/profile/HappyBunnieSity,1996
2462,Noto0803,Male,"['30', '9253', '35851', '8425', '34599', '32281', '759', '1', '1943', '5114']",https://myanimelist.net/profile/Noto0803,1995
2463,MrCallaghan,Male,"['1535', '10456', '4181']",https://myanimelist.net/profile/MrCallaghan,1993
2464,MiguelSala,Male,"['19815', '11061', '2251', '9969', '21', '5081']",https://myanimelist.net/profile/MiguelSala,1997
2465,rironka,Male,"['43', '437', '23847', '14131', '12189']",https://myanimelist.net/profile/rironka,1990
2466,ch20youk,Female,"['25013', '4224', '17895', '18507', '10087']",https://myanimelist.net/profile/ch20youk,1996
2467,LoomyTheBrew,Male,"['2001', '33049', '38524', '37450', '37965', '18245', '237', '31240', '2251', '1210']",https://myanimelist.net/profile/LoomyTheBrew,1994
2468,MultiLeon,Male,"['2001', '1575', '427', '71']",https://myanimelist.net/profile/MultiLeon,1993
2469,Astar_,Female,"['9756', '32281', '35851', '16067', '23273', '13759', '37141', '27775', '34798']",https://myanimelist.net/profile/Astar_,2000
2470,SuperX7,Male,[],https://myanimelist.net/profile/SuperX7,2000
2471,happylover,Male,"['2966', '59', '269', '6702', '79']",https://myanimelist.net/profile/happylover,1993
2472,-Umbreon-,Female,"['1', '2001', '7785', '9253', '10165', '25835', '2251', '457', '1575', '10721']",https://myanimelist.net/profile/-Umbreon-,1995
2473,patient_senses,Female,"['4181', '2924', '72', '1535']",https://myanimelist.net/profile/patient_senses,1991
2474,SakuraxSyaoran59,Female,"['5114', '13601', '5060', '1535', '3655']",https://myanimelist.net/profile/SakuraxSyaoran59,1997
2475,zinnie1024,Male,"['1530', '4181', '13655', '16067', '934']",https://myanimelist.net/profile/zinnie1024,1991
2476,Sanders_Man772,Male,"['4181', '5114', '9989', '5682', '5341']",https://myanimelist.net/profile/Sanders_Man772,1990
2477,Stremforce,Male,['31163'],https://myanimelist.net/profile/Stremforce,1994
2478,yoomoonplop,Male,"['31964', '11061']",https://myanimelist.net/profile/yoomoonplop,1996
2479,Lemmy7003,Male,"['5365', '32', '15335', '35180', '11061', '17265']",https://myanimelist.net/profile/Lemmy7003,1995
2480,Lean_nero19,Male,"['6171', '38993', '32281', '39198', '23273', '32937', '37786', '877', '38680', '813']",https://myanimelist.net/profile/Lean_nero19,2000
2481,Kirbble,Female,"['38993', '23755', '38000', '38408']",https://myanimelist.net/profile/Kirbble,2002
2482,TheRotten,Male,"['37999', '4181', '33489', '2001', '35838', '11981', '9756']",https://myanimelist.net/profile/TheRotten,1990
2483,Imminent_Fate,Female,"['14713', '25681', '64']",https://myanimelist.net/profile/Imminent_Fate,1994
2484,HolyBiscuits,Male,"['34798', '32281', '33352', '37786']",https://myanimelist.net/profile/HolyBiscuits,2002
2485,Thedude3445,Non-Binary,"['9756', '11981', '82', '34537', '1030']",https://myanimelist.net/profile/Thedude3445,1994
2486,BaxterB,Male,"['387', '369', '30']",https://myanimelist.net/profile/BaxterB,1994
2487,justrichtats,Male,"['164', '937', '486', '2476', '387']",https://myanimelist.net/profile/justrichtats,1961
2488,Shintaka,Male,"['2236', '164', '1535', '877', '269', '1735']",https://myanimelist.net/profile/Shintaka,1988
2489,OwlHeart,Female,"['11061', '32867', '35180', '33352', '31478', '28851', '431', '35062', '21185', '28121']",https://myanimelist.net/profile/OwlHeart,1993
2490,shouAdZ_MAL,Male,"['31240', '12189', '4192', '13759', '17895', '14813', '1735', '28851', '11757', '4181']",https://myanimelist.net/profile/shouAdZ_MAL,1997
2491,JezuThePlumber,Male,"['20', '227', '523', '30276', '32182', '2001', '33489', '1292', '5114', '34599']",https://myanimelist.net/profile/JezuThePlumber,2000
2492,nitso,Male,"['4181', '2924', '164', '1', '28735']",https://myanimelist.net/profile/nitso,1994
2493,matze,Male,"['32995', '20583', '2164', '16067', '790', '13125', '14467']",https://myanimelist.net/profile/matze,1992
2494,BlackLenneth,Male,"['4181', '11757', '12531', '9253', '3784']",https://myanimelist.net/profile/BlackLenneth,1988
2495,a_c_e,Male,"['64', '3002', '477', '474', '2924']",https://myanimelist.net/profile/a_c_e,1982
2496,Lacertoss,Male,"['10087', '10721', '9253', '5114', '2966', '28735', '11061', '853', '849']",https://myanimelist.net/profile/Lacertoss,1991
2497,Golden_Darknezz,Male,"['31240', '17074', '30831', '37675', '19815', '11981', '11741']",https://myanimelist.net/profile/Golden_Darknezz,1994
2498,Rucamilda,Male,"['13655', '10087', '95', '918', '24', '7311', '32281', '820', '81', '949']",https://myanimelist.net/profile/Rucamilda,1995
2499,Mune-sama,Male,"['5341', '2966', '33', '145', '387', '1092', '877']",https://myanimelist.net/profile/Mune-sama,1987
2500,alvero,Male,"['2924', '13759', '15583', '3299', '1195']",https://myanimelist.net/profile/alvero,1995
2501,Lighto98,Male,"['1535', '467', '1689', '2904', '24']",https://myanimelist.net/profile/Lighto98,1989
2502,lightning_larz,Male,"['35249', '30296', '4224', '37956']",https://myanimelist.net/profile/lightning_larz,1998
2503,neaco23,Male,"['6702', '8074', '19815', '14741', '2167', '30831', '31240', '9756', '37786', '3455']",https://myanimelist.net/profile/neaco23,1998
2504,OverEarth,Male,"['30654', '35413', '28977', '10165', '5114', '4181', '19363', '33674']",https://myanimelist.net/profile/OverEarth,2001
2505,Kaiser_Senpai,Male,"['2001', '35839', '35247', '9253', '19815', '32281', '1575', '12189', '37786', '31988']",https://myanimelist.net/profile/Kaiser_Senpai,2000
2506,ineedyuri,Male,[],https://myanimelist.net/profile/ineedyuri,1992
2507,MadLadOfCulture,Male,"['15583', '33352', '28701', '39597', '37999', '38101', '32867', '16894', '6773', '1915']",https://myanimelist.net/profile/MadLadOfCulture,1996
2508,IcehawkDown,Male,"['239', '558', '329', '20', '21']",https://myanimelist.net/profile/IcehawkDown,1988
2509,Vivisection,Female,"['934', '1889', '4896', '8795', '8769']",https://myanimelist.net/profile/Vivisection,1993
2510,Scott_Moseley,Male,"['3001', '387']",https://myanimelist.net/profile/Scott_Moseley,1988
2511,M_Parabola,Female,"['457', '7465', '1698', '1210', '13601', '1535', '889', '9253', '6547', '387']",https://myanimelist.net/profile/M_Parabola,1992
2512,CakePie,Female,"['387', '8795', '16498', '2167']",https://myanimelist.net/profile/CakePie,1994
2513,TruePein,Male,"['481', '1535', '20', '4063', '32686', '4719', '30276', '19221', '885', '528']",https://myanimelist.net/profile/TruePein,1994
2514,marumarinuki,Female,"['30', '12355', '27989', '18679', '14741', '30240', '164']",https://myanimelist.net/profile/marumarinuki,2000
2515,Bvarnell89,Male,"['33433', '18677']",https://myanimelist.net/profile/Bvarnell89,1989
2516,Moytramai,Male,"['33502', '198', '1575', '28171', '11757', '27775', '38000', '5114', '30']",https://myanimelist.net/profile/Moytramai,1996
2517,Datrium,Male,"['2104', '3455', '269', '21', '3731']",https://myanimelist.net/profile/Datrium,1990
2518,xii_Otaku_iix,Male,"['9253', '4181', '4224', '355', '6547']",https://myanimelist.net/profile/xii_Otaku_iix,1995
2519,x0x0,Female,"['427', '1689', '104', '123', '180']",https://myanimelist.net/profile/x0x0,1987
2520,Nateal,Male,"['9253', '9756', '14741']",https://myanimelist.net/profile/Nateal,1997
2521,AegisReborn,Male,"['2924', '1535', '2001', '1530', '9253']",https://myanimelist.net/profile/AegisReborn,1988
2522,Deadlynathan,Male,"['14131', '2025', '5114', '14813', '4654', '13667']",https://myanimelist.net/profile/Deadlynathan,1993
2523,gino_san,Male,"['2904', '11061', '4181', '5680', '31933', '3782', '35839', '14741', '3297', '2251']",https://myanimelist.net/profile/gino_san,1993
2524,kagome94,Female,"['7054', '12967', '12149', '9989', '4181']",https://myanimelist.net/profile/kagome94,1994
2525,NightNLght,Male,"['2167', '2002', '667', '153', '237']",https://myanimelist.net/profile/NightNLght,1981
2526,Eyal_Oged,Male,['31043'],https://myanimelist.net/profile/Eyal_Oged,2001
2527,xGrenadier,Male,"['30', '570', '26', '1589', '329', '1', '2402', '5365', '2216', '45']",https://myanimelist.net/profile/xGrenadier,1994
2528,Super_Recoder,Male,['23273'],https://myanimelist.net/profile/Super_Recoder,1998
2529,Kuhlmier_K,Female,"['387', '820', '3784', '6594', '58']",https://myanimelist.net/profile/Kuhlmier_K,1995
2530,Gluzin,Male,"['1', '30', '477']",https://myanimelist.net/profile/Gluzin,1997
2531,Orsonius,Female,"['5081', '21855', '15689', '17074', '11597']",https://myanimelist.net/profile/Orsonius,1989
2532,PalePurple,Female,"['387', '6164', '339', '795', '7193', '1698', '440', '3701', '5630', '369']",https://myanimelist.net/profile/PalePurple,1989
2533,Otaku_Shout,Male,"['849', '934']",https://myanimelist.net/profile/Otaku_Shout,1987
2534,Arimias,Male,"['353', '31646', '1852', '283', '7311', '2828', '512']",https://myanimelist.net/profile/Arimias,1999
2535,Kopanda,Male,"['387', '1524', '16', '66', '1601']",https://myanimelist.net/profile/Kopanda,1989
2536,Kdsamreuang,Male,"['457', '4081', '849', '227', '329', '10165', '14741', '13125', '5680', '17549']",https://myanimelist.net/profile/Kdsamreuang,1990
2537,nedd83,Male,"['32615', '9617', '7791', '5680']",https://myanimelist.net/profile/nedd83,2000
2538,-Neptune-,Female,"['28623', '31240', '32093', '13125', '24833', '9756', '14741', '21273', '10495', '17549']",https://myanimelist.net/profile/-Neptune-,1998
2539,de_pression,Male,[],https://myanimelist.net/profile/de_pression,1997
2540,gabbified,Female,"['72', '71', '918']",https://myanimelist.net/profile/gabbified,1989
2541,I_Love_Pikachu,Female,"['32995', '777', '93', '13601', '249']",https://myanimelist.net/profile/I_Love_Pikachu,1996
2542,thefunkhunter,Male,"['121', '3701', '6774', '33', '339', '790']",https://myanimelist.net/profile/thefunkhunter,1983
